"bed","dauer.t2","case","ok.2","swb1.t2","swb2.t2","swb3.t2","swb4.t2","swb5.t2","swb6.t2","swb7.t2","swb8.t2","swb9.t2","swb10.t2","swb11.t2","swb12.t2","t1.t2","t2.t2","t3.t2","t4.t2","t5.t2","t6.t2","t7.t2","t8.t2","gbk1.t2","gbk2.t2","gbk3.t2","gbk4.t2","gbk5.t2","gbk6.t2","gbk8.t2","gbk9.t2","gbk10.t2","gbk11.t2","gbk12.t2","check.t2","gbk13.t2","gbk14.t2","gbk15.t2","gbk16.t2","gbk17.t2","gbk18.t2","sv1.t2","sv2.t2","sv3.t2","sv4.t2","sv5.t2","sv6.t2","sv7.t2","sv8.t2","sv9.t2","sv10.t2","sv11.t2","sv12.t2","sv13.t2","sv14.t2","sv15.t2","sv16.t2","sv17.t2","sv18.t2","so1.t2","so2.t2","so3.t2","so4.t2","so5.t2","so6.t2","so7.t2","so8.t2","so9.t2","so10.t2","so11.t2","so12.t2","so13.t2","sr1.t2","sr2.t2","sr3.t2","sr4.t2","sr5.t2","sr6.t2","sr7.t2","age.t2","gender.t2","edu.t2","income.t2","pol_orient.t2","DV6_Post","ok.t2","gender.t2.d"
1,749,139,1,4,5,5,4,3,4,1,1,1,2,2,3,2,3,2,4,3,2,4,2,7,7,4,1,1,7,4,7,1,1,7,4,7,7,7,1,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,4,4,4,4,2,6,8,66,1,4,5,26,1,1,1
1,659,113,1,3,3,4,3,3,3,2,1,2,1,1,2,2,4,2,4,4,1,4,2,5,5,2,3,2,5,4,5,3,3,5,4,5,3,5,5,4,2,6,5,6,5,5,5,6,6,5,6,6,5,6,4,6,5,5,5,4,4,5,2,5,5,4,4,5,5,5,5,5,4,4,4,5,3,8,7,24,2,5,3,26,3,1,0
1,722,130,1,4,3,3,3,3,3,2,4,2,2,2,2,4,2,4,2,2,5,1,4,7,4,1,1,3,5,1,7,1,1,7,4,6,6,5,2,3,1,7,7,7,7,7,7,7,6,6,6,7,6,6,6,5,5,5,5,5,4,5,2,4,4,3,4,5,5,5,5,4,2,5,1,5,5,6,9,49,1,5,5,4,1,1,1
1,2196,144,1,3,3,3,3,2,3,3,3,3,1,2,2,2,3,2,4,3,2,3,2,6,6,4,1,3,6,1,4,3,2,6,4,6,5,6,5,2,2,2,5,6,2,2,2,2,2,2,2,2,6,6,5,5,7,6,6,4,4,4,4,4,4,5,1,3,3,3,3,3,4,4,4,4,2,8,8,37,2,6,4,50,1,1,0
1,1154,155,1,4,3,3,3,3,3,2,3,3,2,1,3,3,5,2,4,3,2,3,3,5,6,6,1,1,7,6,5,2,2,7,4,2,4,3,5,1,4,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,5,5,4,3,2,4,4,5,5,5,5,5,5,5,4,4,5,4,5,7,8,26,2,3,3,17,2,1,0
1,594,142,1,4,4,4,4,3,4,1,1,1,1,1,3,2,4,4,4,2,1,5,3,5,5,1,3,1,6,4,6,3,2,6,4,6,7,6,2,1,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,5,5,4,1,5,4,4,5,5,5,5,5,5,2,4,4,4,2,8,8,24,1,5,3,15,1,1,1
1,585,146,1,4,4,4,4,4,4,3,2,3,2,2,2,2,2,2,4,2,2,2,2,6,4,1,1,2,5,2,3,1,2,5,4,6,6,7,2,1,1,6,4,6,4,2,5,6,6,5,6,6,3,6,3,4,6,5,3,3,5,3,2,5,5,3,4,4,4,4,5,4,4,4,4,4,2,6,8,25,1,5,3,19,1,1,1
1,517,124,1,4,4,4,3,3,4,2,2,2,3,2,1,4,2,2,4,4,4,4,2,5,4,2,1,3,5,3,4,4,3,5,4,6,6,6,2,1,2,6,6,6,6,6,6,5,4,5,4,6,6,7,5,5,6,5,5,5,4,2,3,4,5,4,5,5,4,5,4,5,3,3,4,4,2,8,7,0,1,5,2,41,1,1,1
1,437,149,1,3,4,3,3,3,4,3,1,1,2,1,1,4,1,3,2,1,5,1,3,7,6,2,1,3,6,3,4,2,1,6,4,7,7,6,1,1,3,7,7,7,7,7,7,7,7,7,7,7,7,5,7,6,7,7,3,5,3,5,2,5,4,5,5,5,5,5,5,5,4,2,4,2,2,6,7,28,1,5,5,26,1,1,1
1,909,133,1,4,4,4,3,2,4,2,2,2,3,2,2,4,2,2,4,2,4,4,2,5,6,3,2,2,6,2,5,3,5,6,4,6,6,6,2,3,2,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,5,2,2,4,3,1,3,4,5,3,3,3,4,4,4,4,2,4,4,4,2,8,6,52,1,6,7,33,3,1,1
1,574,112,1,3,4,4,3,4,3,4,3,2,2,2,2,3,4,3,3,2,3,2,3,4,4,3,2,4,6,4,4,2,2,4,4,6,5,5,3,5,4,6,6,6,6,6,6,6,6,6,6,5,5,5,4,4,4,4,4,3,3,2,4,2,2,3,3,3,4,4,3,4,2,3,2,4,3,8,8,26,2,5,6,50,3,1,0
1,1078,134,1,5,5,5,5,5,5,1,1,1,2,1,2,1,4,3,4,4,2,4,2,6,6,2,1,1,6,5,4,1,1,5,4,7,7,7,1,1,1,6,5,5,6,5,6,4,4,4,4,4,5,6,5,5,7,7,4,4,3,3,2,3,3,4,5,5,5,5,5,5,3,4,4,4,2,6,8,25,1,6,3,40,1,1,1
1,502,170,1,4,4,3,3,4,3,1,2,2,2,2,1,2,3,3,3,4,4,3,2,5,3,3,2,3,5,5,5,3,2,5,4,6,5,6,1,2,2,5,6,5,3,5,4,3,2,2,2,3,6,6,5,3,3,2,2,4,2,4,3,4,4,3,4,3,4,3,2,4,4,2,3,4,4,6,6,24,2,4,4,49,3,1,0
1,969,201,1,5,5,5,5,4,5,1,2,2,1,1,1,3,3,2,4,4,2,3,2,6,7,1,1,1,7,3,6,1,1,6,4,7,7,7,1,1,2,5,5,5,5,2,2,7,7,7,6,7,5,7,5,3,5,5,5,4,4,4,3,3,3,5,4,3,4,4,3,4,1,4,3,4,3,8,8,34,1,4,5,50,3,1,1
1,1707,200,1,4,4,4,4,4,4,3,4,3,1,1,1,4,3,4,1,2,4,2,4,3,7,2,3,4,7,3,5,4,1,7,4,7,7,7,1,1,2,3,5,6,2,1,2,2,7,5,1,3,6,7,7,3,5,5,4,4,3,4,1,5,4,5,5,5,5,5,5,5,4,2,4,5,2,9,7,24,1,5,2,30,1,1,1
1,1685,169,1,3,3,3,3,2,3,3,1,1,1,4,3,5,2,5,3,2,5,1,4,3,5,4,3,2,3,3,5,3,2,3,4,6,6,7,2,3,3,5,5,7,5,5,5,7,5,5,6,5,4,6,4,3,6,3,5,4,2,4,3,4,3,2,2,4,3,2,4,4,2,4,3,4,4,6,8,27,1,5,4,25,3,1,1
1,1478,190,1,4,5,5,4,4,5,1,1,1,1,1,3,4,2,2,2,2,4,2,2,6,5,1,1,1,6,4,5,2,1,4,4,6,7,6,1,6,3,6,6,6,6,6,6,3,3,3,3,3,4,4,4,4,4,5,4,4,4,2,2,4,3,3,5,5,5,5,5,5,4,4,4,3,2,9,8,26,1,6,3,44,1,1,1
1,849,199,1,4,5,4,4,4,4,2,2,2,1,1,2,3,1,2,4,2,4,2,3,7,5,3,1,1,5,4,5,3,3,6,4,3,3,2,2,1,1,5,7,6,6,6,7,6,6,6,6,6,6,7,5,6,7,6,5,5,5,3,1,5,5,4,4,5,5,5,5,5,2,4,4,4,2,6,7,34,1,5,6,25,1,1,1
1,499,174,1,4,4,3,3,2,4,3,3,2,3,2,2,2,3,3,5,3,2,4,2,2,6,6,2,5,6,4,5,5,2,5,4,6,6,6,3,2,2,6,7,7,6,5,5,5,4,4,4,4,3,5,3,3,5,5,4,4,2,3,3,5,5,3,5,5,5,5,5,5,4,4,4,4,2,8,7,25,1,6,4,30,1,1,1
1,1118,196,1,4,4,4,3,4,4,2,2,3,3,2,2,2,2,2,3,3,4,2,2,6,4,2,2,2,6,3,4,4,1,5,4,6,6,6,2,1,2,2,2,2,6,5,2,4,4,4,4,4,2,6,6,2,5,2,1,4,2,5,4,5,2,2,2,2,2,2,4,4,1,4,1,2,3,7,1,55,1,6,3,54,1,1,1
1,808,175,1,4,5,4,4,4,4,2,2,2,2,1,3,3,3,2,4,3,3,4,2,7,6,2,1,1,6,2,5,2,2,6,4,7,7,7,1,2,3,7,7,7,7,7,7,5,7,5,5,5,6,6,6,6,4,2,4,5,4,3,2,5,4,4,5,5,5,5,5,5,3,3,4,4,4,7,8,28,1,6,4,31,3,1,1
1,597,171,1,4,4,4,4,4,4,2,2,2,3,2,3,4,1,4,2,2,4,1,3,5,5,4,4,5,5,4,5,4,2,5,4,7,7,7,1,1,1,7,7,7,7,7,7,7,7,7,7,7,6,5,5,5,5,5,5,5,4,5,1,5,5,3,5,5,5,5,5,5,3,4,4,4,3,8,8,40,1,6,3,23,3,1,1
1,1120,165,1,5,5,4,5,4,4,1,1,1,2,2,1,3,3,2,4,4,3,3,3,6,6,1,1,1,6,2,2,1,1,7,4,6,5,6,1,4,1,7,7,7,6,6,7,7,7,7,6,7,6,7,6,6,6,5,4,4,5,3,2,4,5,5,4,4,4,5,5,4,3,4,4,4,3,7,8,51,1,4,3,25,3,1,1
1,376,179,1,4,4,3,4,3,4,2,2,3,1,1,2,4,2,3,2,2,4,3,3,3,5,5,2,4,5,3,4,5,4,5,4,5,5,5,2,2,2,6,6,6,6,6,6,4,5,4,5,4,6,6,5,5,5,4,5,4,4,3,2,4,5,4,5,4,4,5,5,4,2,4,4,4,4,8,7,28,1,6,5,15,1,1,1
1,397,210,1,3,3,3,3,3,3,2,1,1,1,1,2,5,1,4,2,1,5,2,4,7,4,1,1,1,5,1,4,1,1,4,4,6,6,4,1,1,1,4,4,4,4,4,4,4,4,4,4,4,5,6,4,1,1,1,1,1,1,3,5,1,1,3,1,1,1,3,1,1,3,3,3,3,3,7,7,35,2,7,7,65,3,1,0
1,544,234,1,3,3,3,3,2,4,2,2,2,3,1,2,2,3,2,4,4,2,3,2,6,6,2,3,2,5,2,5,3,2,6,4,6,5,7,2,5,2,4,4,5,4,5,5,5,5,5,5,5,5,5,2,3,3,5,2,4,3,3,4,4,5,4,5,3,4,4,4,3,4,4,3,4,2,8,8,50,2,3,4,13,3,1,0
1,1054,226,1,5,5,5,4,4,5,1,1,1,1,1,2,3,2,3,4,3,3,4,1,7,6,5,1,1,6,6,6,1,1,6,4,7,7,7,2,1,1,6,6,6,6,5,7,5,7,5,6,5,6,7,6,7,5,4,3,4,5,5,1,5,5,4,5,5,5,5,5,5,4,4,4,5,2,8,8,26,1,6,3,37,3,1,1
1,1976,236,1,4,4,5,4,3,4,2,1,3,1,1,1,2,3,3,5,1,4,4,3,7,4,1,1,1,7,1,7,1,1,7,4,7,7,5,1,1,1,2,3,4,6,5,5,6,6,4,6,6,6,7,7,5,5,2,2,4,1,2,3,1,1,4,2,2,4,4,5,2,4,4,3,4,4,7,8,26,2,5,3,7,2,1,0
1,1720,193,1,2,3,2,2,2,3,3,4,4,3,3,2,2,4,2,5,4,2,4,2,6,7,1,2,3,6,1,6,2,1,3,4,2,3,4,5,6,1,5,5,7,6,4,5,6,5,4,5,4,5,5,3,6,3,2,2,4,2,4,2,4,5,4,4,4,5,4,4,4,4,3,3,4,4,6,8,40,2,6,3,23,3,1,0
1,461,201,1,4,5,5,5,4,4,1,1,2,1,1,1,1,3,2,5,2,2,4,3,7,7,1,1,1,7,1,4,1,1,6,4,7,7,7,1,1,1,5,5,5,5,5,5,6,7,7,7,6,6,7,5,7,5,5,5,4,3,4,3,3,3,3,4,4,4,4,4,4,1,4,2,4,5,8,8,34,1,4,5,50,3,1,1
1,726,185,1,4,4,4,4,4,4,1,2,1,2,2,1,1,4,1,3,4,1,4,1,4,4,1,3,4,3,1,3,1,1,7,4,6,7,6,2,1,1,5,6,5,5,5,6,6,6,6,6,6,5,7,5,5,6,6,6,4,3,2,2,5,4,4,5,3,4,5,4,3,3,4,4,4,2,8,8,23,1,5,3,18,1,1,1
1,750,187,1,4,5,4,4,3,4,3,2,2,1,2,3,3,5,3,4,2,2,4,3,6,4,2,2,2,5,2,5,1,3,7,4,6,5,7,2,2,3,6,6,6,5,5,5,5,6,5,6,6,6,5,6,6,7,7,7,3,2,2,3,4,2,5,5,4,4,3,4,4,2,4,4,4,5,6,8,27,2,5,5,15,1,1,0
1,581,183,1,3,3,3,3,2,3,3,2,3,3,3,3,4,2,4,2,1,4,2,3,7,6,1,1,1,7,1,4,2,1,6,4,6,5,5,3,5,6,7,7,7,7,7,7,7,7,7,7,7,5,6,5,6,6,5,5,5,4,3,2,4,5,4,4,5,5,5,5,5,2,4,3,4,3,1,8,38,2,6,4,1,3,1,0
1,13166,232,1,4,4,4,4,4,4,2,2,4,2,2,3,2,4,2,4,4,4,5,2,6,5,5,2,5,5,5,5,3,2,5,4,2,2,2,2,2,2,6,6,6,6,6,6,3,3,3,3,3,6,6,6,6,3,3,3,4,4,4,2,4,4,4,4,4,4,4,4,4,3,3,2,3,2,6,7,43,2,7,6,34,1,1,0
1,1016,220,1,4,4,4,4,3,4,2,2,2,2,1,2,2,3,1,2,4,2,4,1,5,7,7,1,1,6,6,7,3,1,6,4,7,7,6,1,7,1,7,7,7,7,7,7,7,7,7,7,7,6,5,2,3,7,7,7,5,2,3,1,5,5,4,5,4,4,5,5,5,5,4,5,4,1,7,9,55,1,7,4,24,1,1,1
1,1068,159,1,2,2,2,2,2,1,4,4,4,4,3,4,4,2,4,1,2,5,1,3,4,3,6,1,1,4,4,1,7,6,1,4,3,2,3,5,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,6,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,4,2,6,9,22,1,5,2,45,3,1,1
1,80473,223,1,5,5,4,4,4,5,1,1,2,1,1,2,2,4,2,3,3,4,3,2,5,5,4,4,3,5,4,5,3,3,5,4,6,6,6,3,3,5,7,7,7,7,7,7,7,7,6,7,7,6,6,6,6,6,6,3,5,5,3,1,5,5,5,5,5,5,5,5,5,4,4,4,4,2,7,8,23,1,3,1,23,3,1,1
1,3537,225,1,4,3,4,4,4,4,2,2,2,2,2,3,4,2,4,2,2,4,2,4,3,3,3,2,3,4,3,5,3,3,5,4,5,5,5,5,5,3,6,5,6,4,5,5,5,5,5,5,5,5,6,4,4,6,5,3,3,3,5,4,4,4,4,5,5,5,5,5,5,4,4,4,5,1,8,8,26,1,6,4,25,3,1,1
1,6398,234,1,3,3,4,3,3,4,2,1,2,3,2,2,1,3,2,4,4,3,4,2,5,5,2,1,2,6,3,5,3,2,7,4,6,6,7,2,5,2,3,5,3,3,4,3,5,5,4,4,4,5,5,3,5,5,5,2,4,3,2,4,4,5,4,4,2,3,3,3,3,4,4,3,4,2,7,8,50,2,3,4,14,1,1,0
1,8448,229,1,4,4,4,3,3,4,3,2,2,3,2,2,2,4,2,5,4,2,5,2,5,5,3,3,3,5,5,5,3,3,5,4,5,6,5,3,3,3,7,7,7,7,7,7,7,7,7,7,6,6,7,6,6,6,6,5,4,4,3,2,5,4,3,4,4,4,5,4,4,4,4,4,4,2,6,8,36,1,5,3,21,1,1,1
1,974951,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,542,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,282,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2101,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
